f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
9315.263261,3563.2272336483,3563.2258925437927,0,157,157,10000,8,4,1
9362.934156,3563.731840133667,3563.730559825897,0,314,314,10000,8,4,1
9384.027729,8076.041945695877,8076.039892196655,0,471,471,10000,8,4,1
