f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
9221.26285,2.0958354473114014,2.094865322113037,0,42,157,10000,8,4,1
9340.264220000001,66.35733580589294,66.35606932640076,0,199,314,10000,8,4,1
9374.438886,154.15265369415283,154.1509222984314,0,356,471,10000,8,4,1
9400.819168,290.06771755218506,290.0654468536377,0,513,628,10000,8,4,1
9423.947809000001,507.75998163223267,507.75689935684204,0,670,785,10000,8,4,1
