f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
9320.933201,2176.658716440201,250.47487902641296,1926.175616979599,100,100,10000,32,1,1
9349.481678999999,9866.769703388214,424.7790775299072,9441.982321739197,200,200,10000,32,1,1
