f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
9221.26285,2.1260838508605957,2.1121103763580322,0.006174802780151367,42,157,10000,8,4,1
9257.624969,3.4695770740509033,3.453373908996582,0.008464336395263672,61,314,10000,8,4,1
9281.059204,3.718198776245117,3.6990017890930176,0.011562824249267578,85,471,10000,8,4,1
9292.334479,3.8891351222991943,3.867816209793091,0.013715744018554688,103,628,10000,8,4,1
9299.465916000001,4.009395122528076,3.986330986022949,0.015364646911621094,118,785,10000,8,4,1
