f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
1031234.0,918.4478170871735,0,0,100,100,10677,8,4,1
2046277.0,1682.9971940517426,0,0,200,200,10677,8,4,1
3054702.0,5167.194300889969,0,0,300,300,10677,8,4,1
4034032.0,6826.498317241669,0,0,400,400,10677,8,4,1
