f_of_S,Time,SolSize,k,n,nNodes,nThreads,trial
9143.829537,10.050362348556519,34,100,10000,32,1,1
9185.951702999999,19.643717050552368,45,200,10000,32,1,1
9200.736688,50.23436760902405,57,300,10000,32,1,1
9215.491654000001,91.9332025051117,69,400,10000,32,1,1
9214.503366,153.60912370681763,79,500,10000,32,1,1
