f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
266.6800592891589,2246.8214116096497,2188.06823182106,58.732569217681885,100,100,26588,8,4,1
430.44063368881524,2672.785075902939,2538.470728635788,134.29361772537231,195,200,26588,8,4,1
554.6310228158009,2919.798233985901,2697.3980190753937,222.37945175170898,300,300,26588,8,4,1
708.6020046330785,3334.9816772937775,3018.1451222896576,316.8156223297119,396,400,26588,8,4,1
816.7188127593773,3364.9327585697174,2951.811358690262,413.1005280017853,500,500,26588,8,4,1
267.6574907490697,2406.490647792816,2347.511081457138,58.958984375,100,100,26588,8,4,1
429.44269896649604,2915.70810174942,2785.662977695465,130.02437925338745,194,200,26588,8,4,1
553.4578934540641,3152.5498280525208,2951.214512348175,201.31425428390503,300,300,26588,8,4,1
714.4485850267656,3379.2888853549957,3074.7580029964447,304.5101430416107,398,400,26588,8,4,1
811.8571724417644,3630.054550409317,3244.477295398712,385.55645966529846,499,500,26588,8,4,1
258.2224349200129,2459.9170978069305,2397.3199536800385,62.576658487319946,100,100,26588,8,4,1
428.70160980520006,2950.8374643325806,2811.1411695480347,139.67563676834106,200,200,26588,8,4,1
557.3601287025045,3211.8846192359924,2990.1479365825653,221.71603655815125,294,300,26588,8,4,1
702.5245581229817,3578.117243051529,3283.122321128845,294.97416257858276,391,400,26588,8,4,1
797.7804664177045,3635.685167312622,3247.4904680252075,388.17381167411804,500,500,26588,8,4,1
260.40803881679426,2466.188724756241,2400.765092611313,65.40296292304993,100,100,26588,8,4,1
438.8414601426305,2970.740618944168,2831.865371465683,138.8545801639557,200,200,26588,8,4,1
567.9084863315994,3322.6027801036835,3097.1155750751495,225.466144323349,300,300,26588,8,4,1
704.9551634462207,3372.529709339142,3054.824634552002,317.6841719150543,398,400,26588,8,4,1
816.419935597381,3685.185590028763,3267.9824204444885,417.1821982860565,500,500,26588,8,4,1
261.46159714874443,2455.3491065502167,2394.1279470920563,61.20052981376648,100,100,26588,8,4,1
426.7799139837687,2971.719420671463,2831.9723920822144,139.72635984420776,196,200,26588,8,4,1
569.1521458777545,3218.5214800834656,2993.9479007720947,224.5527925491333,300,300,26588,8,4,1
717.4208885348451,3522.9115948677063,3230.1372463703156,292.7537486553192,400,400,26588,8,4,1
816.5590180352037,3690.643930912018,3302.1771941184998,388.44590425491333,500,500,26588,8,4,1
