f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
19309,416.57990646362305,403.86154079437256,12.641728639602661,50,50,100000,8,1,1
26499,875.407482624054,817.8302576541901,57.500776529312134,100,100,100000,8,1,1
31617,1171.856807231903,1025.3159849643707,146.46504640579224,150,150,100000,8,1,1
35716,1622.8879823684692,1353.885050535202,268.92708373069763,200,200,100000,8,1,1
