f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
9113.565573,932.5274889469147,931.8106188774109,0.705228328704834,9,100,10000,2,4,1
9150.916488,1145.1685111522675,1144.0553450584412,1.1055262088775635,9,200,10000,2,4,1
9145.598243,1296.0733332633972,1294.4288523197174,1.6366171836853027,10,300,10000,2,4,1
