f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
1032666.0,917.9551186561584,0,0,100,100,10677,8,4,1
2047708.0,1662.6154203414917,0,0,200,200,10677,8,4,1
3055161.0,5378.187438011169,0,0,300,300,10677,8,4,1
4033704.0,6880.974960327148,0,0,400,400,10677,8,4,1
