f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
9137.241979999999,304.14778661727905,299.33700609207153,4.802976369857788,10,100,10000,8,4,1
9143.050188,376.96923565864563,369.09139919281006,7.870062589645386,13,200,10000,8,4,1
9130.197807,413.31036615371704,402.95805263519287,10.344610691070557,12,300,10000,8,4,1
9169.412556,462.87011218070984,449.7195792198181,13.142775297164917,14,400,10000,8,4,1
9165.222661,501.9301917552948,485.82938599586487,16.093096017837524,17,500,10000,8,4,1
