f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
1147737.200335528,8876.499325037003,8555.578570604324,320.92075300216675,480,480,3072441,8,4,1
1429683.2606165016,9736.860344648361,9016.449423789978,720.4109194278717,960,960,3072441,8,4,1
1960186.2899782883,13656.828868627548,11191.171998739243,2465.6568689346313,2400,2400,3072441,8,4,1
2480158.7150103482,22799.8625729084,16237.520925998688,6562.341645479202,4800,4800,3072441,8,4,1
