f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
765.2526442501068,718.5091791152954,306.56106543540955,411.9268777370453,416,416,26588,8,4,1
1271.957507132112,1981.8954169750214,471.29277515411377,1510.5814735889435,832,832,26588,8,4,1
1734.6268368600918,3836.125611782074,654.3218142986298,3181.782304286957,1248,1248,26588,8,4,1
2180.0134231963175,6121.316622972488,816.1180403232574,5305.17718911171,1664,1664,26588,8,4,1
