f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
45908.380795000005,58.32051086425781,58.20305848121643,0.11745047569274902,7,7,50000,8,4,1
46117.545308,242.50889253616333,242.33657479286194,0.17231535911560059,15,15,50000,8,4,1
46343.278218,1142.4557383060455,1142.0751271247864,0.38060927391052246,39,39,50000,8,4,1
46473.670181999994,2939.4295415878296,2938.631916999817,0.7976229190826416,78,78,50000,8,4,1
