f_of_S,Time,SolSize,k,n,nNodes,nThreads,trial
26488,6.285860061645508,100,100,100000,32,1,1
35706,7.025784254074097,200,200,100000,32,1,1
41860,7.804825067520142,300,300,100000,32,1,1
46500,8.045787334442139,400,400,100000,32,1,1
50263,9.251859664916992,500,500,100000,32,1,1
