f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
26499,466.81602334976196,160.63095569610596,306.10375595092773,100,100,100000,32,1,1
35715,1880.1593680381775,263.98005771636963,1616.0985050201416,200,200,100000,32,1,1
41865,4197.091119527817,371.9968059062958,3825.013198375702,300,300,100000,32,1,1
46511,7012.043157815933,485.23610281944275,6526.726044654846,400,400,100000,32,1,1
