f_of_S,Time,SolSize,k,n,nNodes,nThreads,trial
1029748.0,13.113665103912354,100,100,10677,8,4,1
2043966.0,16.921563625335693,200,200,10677,8,4,1
3048652.0,57.430367946624756,300,300,10677,8,4,1
4022905.0,65.39223861694336,400,400,10677,8,4,1
4985529.0,66.11576747894287,500,500,10677,8,4,1
