app,alg,f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
NetCov,RDASHn-64-32_42,593983,716.7938411235809,545.0409100055695,162.27763509750366,61,61,5000000,64,32,1
NetCov,RDASHn-64-32_42,894278,907.4535028934479,631.2273941040039,266.81626200675964,122,122,5000000,64,32,1
NetCov,RDASHn-64-32_42,1108578,1103.678966999054,714.974986076355,379.25049805641174,183,183,5000000,64,32,1
NetCov,RDASHn-64-32_42,1276160,1275.9284291267395,766.8498640060425,499.5888409614563,244,244,5000000,64,32,1
