app,alg,f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
InfMax,RDASHn-64-32_42,1225.255819880521,64.37286496162415,52.29526114463806,9.836547136306763,13,13,1134890,64,32,1
InfMax,RDASHn-64-32_42,1727.124718254832,79.13073706626892,58.80215883255005,18.11573886871338,27,27,1134890,64,32,1
InfMax,RDASHn-64-32_42,2126.5929975447725,94.03404688835144,66.77261900901794,25.042300939559937,41,41,1134890,64,32,1
InfMax,RDASHn-64-32_42,2472.475695560859,108.9724509716034,73.80144095420837,32.94464898109436,55,55,1134890,64,32,1
