app,alg,f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
InfMax,RandGreedI-2048-1_42,1226.2533076179689,4275.502591848373,141.77073693275452,4131.316937923431,13,13.0,1134890,2048,1,1
