f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
11099.778029369945,1183.3157241344452,0.02456045150756836,1183.2777364253998,100,100,17432,8,4,1
14046.631246540603,2543.755183696747,0.02557849884033203,2543.716712474823,200,200,17432,8,4,1
15846.771034761357,3967.2792353630066,0.02368617057800293,3967.2425394058228,300,300,17432,8,4,1
17147.388745566706,5445.108247518539,0.023790836334228516,5445.071391820908,400,400,17432,8,4,1
