f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
2162616501.4175,15.90522313117981,15.78416895866394,0.12105250358581543,8,8,53889,8,4,1
3988313978.8925,99.90202331542969,98.090017080307,1.812004804611206,16,16,53889,8,4,1
9052774307.160002,1084.0714213848114,1038.928860425949,45.14255928993225,42,42,53889,8,4,1
15496514106.437498,3331.789380311966,3009.9172217845917,321.8721570968628,84,84,53889,8,4,1
