f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
856583,3725.204414129257,3724.6413831710815,0.5630285739898682,103,156,1000000,8,4,1
910239,12510.942006349564,12510.236649036407,0.7053554058074951,146,312,1000000,8,4,1
954378,56408.10801744461,56407.14814543724,0.9598701000213623,219,781,1000000,8,4,1
