f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
26499,868.5879607200623,811.9641120433807,56.5495822429657,100,100,100000,8,4,1
35716,1615.050208568573,1348.0543727874756,266.92220759391785,200,200,100000,8,4,1
41864,2555.125064134598,1937.6836898326874,617.367710351944,300,300,100000,8,4,1
46512,3586.5578734874725,2583.898861169815,1002.5855264663696,400,400,100000,8,4,1
50278,4500.3837060928345,2990.579078435898,1509.731509923935,500,500,100000,8,4,1
