app,alg,f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
RevMax,MEDRG-32-1_14,48.0,20.55459189414978,20.543971061706543,0,4,4,100000,32,1,1
RevMax,MEDRG-32-1_14,96.0,21.562777996063232,21.551615953445435,0,8,8,100000,32,1,1
RevMax,MEDRG-32-1_14,192.0,49.51481580734253,49.50481414794922,0,16,16,100000,32,1,1
RevMax,MEDRG-32-1_14,380.0,89.9858820438385,89.97585797309875,0,32,32,100000,32,1,1
RevMax,MEDRG-32-1_14,732.0,222.57981300354004,222.5691328048706,0,64,64,100000,32,1,1
RevMax,MEDRG-32-1_14,1436.0,500.37629103660583,500.3654251098633,0,128,128,100000,32,1,1
RevMax,MEDRG-32-1_14,2844.0,1121.1615691184998,1121.1507940292358,0,256,256,100000,32,1,1
RevMax,MEDRG-32-1_14,5660.0,2755.1022078990936,2755.091765642166,0,512,512,100000,32,1,1
RevMax,MEDRG-32-1_14,11292.0,5703.040038108826,5703.026565313339,0,1024,1024,100000,32,1,1
RevMax,MEDRG-32-1_14,22556.0,11264.359166145325,11264.331927537918,0,2048,2048,100000,32,1,1
RevMax,MEDRG-32-1_14,33749.47275134318,18583.993818998337,18583.93095421791,0,3125,3125,100000,32,1,1
