f_of_S,Time,TimeDist,TimePost,SolSize,k,n,nNodes,nThreads,trial
26400,835.074657201767,831.8367233276367,3.1596789360046387,100,100,100000,8,4,1
35600,1309.8812594413757,1302.9591596126556,6.843458890914917,200,200,100000,8,4,1
41591,1890.4071040153503,1878.9578614234924,11.37135124206543,300,300,100000,8,4,1
46249,2276.799787044525,2259.845055580139,16.8762264251709,400,400,100000,8,4,1
50007,2814.6138496398926,2791.4698960781097,23.066190004348755,500,500,100000,8,4,1
